rid,Name,Stoichiometry,dG,EC
R00409,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate -> Succinate + Pyruvate",-11.173847314701675,4.1.3.30
R02285,N-formimino-L-glutamate formiminohydrolase,N-Formimino-L-glutamate + H2O -> Formamide + L-Glutamate,-50.240088725002664,3.5.3.8
R07406,4-hydroxythreonine-4-phosphate dehydrogenase,2-Amino-3-oxo-4-phosphonooxybutyrate -> CO2 + 3-Amino-2-oxopropyl phosphate,-28.496768409283987,1.1.1.262
R01492,ATP:cob(I)alamin Co-beta-adenosyltransferase,Cob(I)alamin + ATP <-> Triphosphate + Cobamide coenzyme,,2.5.1.17/2.5.1.154
R00190,AMP:diphosphate phospho-D-ribosyltransferase,Diphosphate + AMP <- Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,21.85988043624235,2.4.2.7
R00707,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase,NAD+ + (S)-1-Pyrroline-5-carboxylate + H2O -> L-Glutamate + H+ + NADH,-43.46337935308293,1.2.1.88
R00946,5-methyltetrahydrofolate:L-homocysteine S-methyltransferase,L-Homocysteine + 5-Methyltetrahydrofolate <-> L-Methionine + Tetrahydrofolate,-3.2308931016483484,2.1.1.13
R04955,hexanoyl-[acp]:NAD+ trans-2-oxidoreductase,NAD+ + Hexanoyl-[acp] <-> trans-Hex-2-enoyl-[acp] + H+ + NADH,,1.3.1.9/2.3.1.-
R03458,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase,5-Amino-6-(5'-phospho-D-ribitylamino)uracil + NADP+ <- H+ + 5-Amino-6-(5'-phosphoribosylamino)uracil + NADPH,25.278593093992868,1.1.1.193
R08146,farnesal:NAD+ oxidoreductase,"H2O + NAD+ + 2-trans,6-trans-Farnesal -> Farnesoic acid + H+ + NADH",-44.05791953797461,1.2.1.3
R04559,1-(5'-phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole AMP-lyase,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole <-> 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide + Fumarate,6.763580433072946,4.3.2.2
R10712,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate -> Diphosphate + Thiamin monophosphate + CO2,-51.377663185758905,2.5.1.3
R00137,ATP:nicotinamide-nucleotide adenylyltransferase,Nicotinamide D-ribonucleotide + ATP <-> Diphosphate + NAD+,-3.1255348103970846,2.7.7.1/2.7.7.18
EX_C01721,L-Fuculose,L-Fuculose <- ,,
R03457,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate -> 3-(Imidazol-4-yl)-2-oxopropyl phosphate + H2O,-41.32791617365092,4.2.1.19
R00942,tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),Tetrahydrofolate + ATP + L-Glutamate <-> ADP + Orthophosphate + THF-L-glutamate,,6.3.2.17
R04617,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase (ADP-forming)","D-Alanyl-D-alanine + ATP + UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate -> UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine + ADP + Orthophosphate",-32.90704200949536,6.3.2.10
R00150,ATP:carbamate phosphotransferase,HCO3- + Ammonia + ATP <- Carbamoyl phosphate + ADP + H2O,46.064989211625374,2.7.2.2
R00156,ATP:UDP phosphotransferase,UDP + ATP <-> UTP + ADP,-0.4206924835901873,2.7.4.6
R03531,2'-deoxyinosine-5'-triphosphate pyrophosphohydrolase,dITP + H2O -> 2'-Deoxyinosine 5'-phosphate + Diphosphate,-70.43017427809522,3.6.1.66
R05428,toluate dioxygenase,"Oxygen + o-Toluate + H+ + NADH -> 1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate + NAD+",-350.6842588550679,1.14.12.-
R03283,4-trimethylammoniobutanal:NAD+ 1-oxidoreductase,NAD+ + 4-Trimethylammoniobutanal + H2O -> 4-Trimethylammoniobutanoate + H+ + NADH,-42.437407800980964,1.2.1.3/1.2.1.47
R00345,phosphate:oxaloacetate carboxy-lyase (adding phosphatephosphoenolpyruvate-forming),Oxaloacetate + Orthophosphate <- H2O + CO2 + Phosphoenolpyruvate,40.2710935832134,4.1.1.31
R01728,prephenate:NAD+ oxidoreductase(decarboxylating),NAD+ + Prephenate -> CO2 + 3-(4-Hydroxyphenyl)pyruvate + H+ + NADH,-27.899366821683913,1.3.1.12
R01785,L-xylulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming),L-Xylulose 1-phosphate <-> Glycerone phosphate + Glycolaldehyde,-4.281857263013393,4.1.2.19
EX_C00143,"5,10-Methylenetetrahydrofolate","5,10-Methylenetetrahydrofolate <-> ",,
R11329,Fe-coproporphyrin-III ferro-lyase (coproporphyrin-III-forming),Fe-coproporphyrin III + H+ <-> Coproporphyrin III + Fe2+,,4.99.1.9
R08714,putrescine:pyruvate aminotransferase,Pyruvate + Putrescine <-> L-Alanine + 4-Aminobutyraldehyde,3.888751142429186,2.6.1.113
R07602,2-oxoisovalerate dehydrogenase,Enzyme N6-(lipoyl)lysine + 3-Methyl-1-hydroxybutyl-ThPP <-> Thiamin diphosphate + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,,1.2.4.4
R04780,"beta-D-fructose 1,6-bisphosphate 1-phosphohydrolase","beta-D-Fructose 1,6-bisphosphate + H2O -> beta-D-Fructose 6-phosphate + Orthophosphate",-25.70648172667898,3.1.3.11
R01931,thiosulfate:cyanide sulfurtranserase,Cyanide ion + Thiosulfate <-> Sulfite + Thiocyanate,,2.8.1.1
R09099,"5,10-methylenetetrahydromethanopterin:glycine hydroxymethyltransferase","L-Serine + 5,6,7,8-Tetrahydromethanopterin <-> Glycine + 5,10-Methylenetetrahydromethanopterin + H2O",-8.730232678549726,2.1.2.1
R01175,"butanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase",Butanoyl-CoA + FAD -> FADH2 + Crotonoyl-CoA,35.12898213717767,1.3.3.6/1.3.8.1/1.3.8.7/1.3.99.-
R00371,acetyl-CoA:glycine C-acetyltransferase,Acetyl-CoA + Glycine <- CoA + L-2-Amino-3-oxobutanoic acid,32.81167024514963,2.3.1.29
EX_C00229,Acyl-carrier protein,Acyl-carrier protein <-> ,,
R01900,isocitrate hydro-lyase (cis-aconitate-forming),Isocitrate <-> cis-Aconitate + H2O,1.6230676144970744,4.2.1.3
R11634,ATP:formate 2'-oxidoreductase,ATP + Formate -> CO2 + dATP + H2O,-62.4754250742281,1.1.98.6
R00571,UTP:ammonia ligase (ADP-forming),Ammonia + UTP + ATP <-> ADP + Orthophosphate + CTP,-6.61901489656816,6.3.4.2
R10998,propanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-propanoyltransferase,Propanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <-> Enzyme N6-(S-propyldihydrolipoyl)lysine + CoA,,2.3.1.168
R02328,dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase,dTTP + D-Glucose 1-phosphate <-> Diphosphate + dTDP-glucose,1.828015859725383,2.7.7.24
R03181,4-maleylacetoacetate cis-trans-isomerase,4-Maleylacetoacetate <-> 4-Fumarylacetoacetate,-1.2436275085292436e-5,5.2.1.2
R00411,N-succinyl-L-glutamate amidohydrolase,N-Succinyl-L-glutamate + H2O -> Succinate + L-Glutamate,-19.37490430472863,3.5.1.96
R00921,propanoyl-CoA:phosphate propanoyltransferase,Propanoyl-CoA + Orthophosphate <- CoA + Propanoyl phosphate,20.65538455650659,2.3.1.8/2.3.1.222
R00226,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),(S)-2-Acetolactate + CO2 <- Pyruvate,27.01821369982622,2.2.1.6
R04546,Propanoyl-CoA oxidation,"Chenodeoxycholoyl-CoA + Propanoyl-CoA <-> CoA + 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",,
R02423,allantoate amidinohydrolase (decarboxylating),H2O + Allantoate -> Ammonia + CO2 + (S)-Ureidoglycine,-21.485476648468648,3.5.3.9
EX_C00020,AMP,AMP <-> ,,
R00927,acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase,Propanoyl-CoA + Acetyl-CoA <- 2-Methylacetoacetyl-CoA + CoA,31.287948434194504,2.3.1.9/2.3.1.16
R02740,alpha-D-glucose 6-phosphate ketol-isomerase,alpha-D-Glucose 6-phosphate <-> beta-D-Fructose 6-phosphate,-1.1506968221270881,5.3.1.9
R03050,2-acetolactate pyruvate-lyase (carboxylating),Thiamin diphosphate + 2-Acetolactate <-> Pyruvate + 2-(alpha-Hydroxyethyl)thiamine diphosphate,0.6176848457780579,2.2.1.6
R00703,(S)-lactate:NAD+ oxidoreductase,NAD+ + (S)-Lactate <- Pyruvate + H+ + NADH,23.708883675875995,1.1.1.27
EX_C00031,D-Glucose,D-Glucose -> ,,
R09769,D-glycero-alpha-D-manno-heptose 7-phosphate aldose-ketose-isomerase,Sedoheptulose 7-phosphate <-> D-glycero-alpha-D-manno-Heptose 7-phosphate,2.225805532905042,5.3.1.28
R04204,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA hydro-liase","(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA <-> 2-Methylbut-2-enoyl-CoA + H2O",-3.6868219416805346,4.2.1.17
R02241,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Phosphatidate + CoA <-> Acyl-CoA + 1-Acyl-sn-glycerol 3-phosphate,,2.3.1.51
R03083,2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing),2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate -> 3-Dehydroquinate + Orthophosphate,-167.44211253532563,4.2.3.4
R01138,dATP:pyruvate 2-O-phosphotransferase,Pyruvate + dATP <- dADP + Phosphoenolpyruvate,22.64071323466598,2.7.1.40
R02530,(R)-S-lactoylglutathione methylglyoxal-lyase (isomerizing),(R)-S-Lactoylglutathione <-> Glutathione + Methylglyoxal,6.349677529099637,4.4.1.5
R01401,methylthioadenosine methylthioribohydrolase,5'-Methylthioadenosine + H2O -> Adenine + 5-Methylthio-D-ribose,-31.26032243857074,3.2.2.9/3.2.2.16
R04405,5-methyltetrahydropteroyltri-L-glutamate:L-homocysteine S-methyltransferase,5-Methyltetrahydropteroyltri-L-glutamate + L-Homocysteine -> L-Methionine + Tetrahydropteroyltri-L-glutamate,-38.897711297830256,2.1.1.14
R08641,2-(3'-methylthio)hexylmalate hydroxymutase,2-(6'-Methylthio)hexylmalic acid <-> 3-(6'-Methylthio)hexylmalic acid,4.088095564301625,4.2.1.170
R01214,L-valine:2-oxoglutarate aminotransferase,L-Valine + 2-Oxoglutarate <-> L-Glutamate + 3-Methyl-2-oxobutanoic acid,1.7246845599528342,2.6.1.6/2.6.1.42
R04170,(S)-3-hydroxydodecanoyl-CoA hydro-lyase,(S)-3-Hydroxydodecanoyl-CoA <-> 2-trans-Dodecenoyl-CoA + H2O,-0.4319535148248974,4.2.1.17/4.2.1.74
R06366,aldehyde:NAD+ oxidoreductase,NAD+ + Perillyl aldehyde + H2O -> Perillic acid + H+ + NADH,-44.057043663033255,1.2.1.3
R01068,"D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)","D-Fructose 1,6-bisphosphate <-> D-Glyceraldehyde 3-phosphate + Glycerone phosphate",6.048853199902993,4.1.2.13
EX_C01571,Decanoic acid,Decanoic acid -> ,,
R02412,ATP:shikimate 3-phosphotransferase,ATP + Shikimate -> ADP + Shikimate 3-phosphate,-26.215673007866883,2.7.1.71
R05644,ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase,D-glycero-beta-D-manno-Heptose 1-phosphate + ATP <-> Diphosphate + ADP-D-glycero-beta-D-manno-heptose,-12.617806527286803,2.7.7.70
R08163,octadecanoyl-[acyl-carrier protein] hydrolase,Octadecanoyl-[acyl-carrier protein] + H2O <-> Octadecanoic acid + Acyl-carrier protein,,3.1.2.14
R04749,(S)-hydroxyhexanoyl-CoA hydro-lyase,(S)-Hydroxyhexanoyl-CoA <-> trans-Hex-2-enoyl-CoA + H2O,0.6833990695971011,4.2.1.17/4.2.1.74
R06977,"L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase","L-Glutamate + L-Aspartate 4-semialdehyde -> 2-Oxoglutarate + L-2,4-Diaminobutanoate",-29.535692820651946,2.6.1.76
R10052,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase","NAD+ + (2R,3S)-3-Isopropylmalate <-> 4-Methyl-2-oxopentanoate + CO2 + H+ + NADH",-15.44405806592718,1.1.1.85
R10907,beta-D-glucose-6-phosphate:NAD+ 1-oxidoreductase,"beta-D-Glucose 6-phosphate + NAD+ <-> D-Glucono-1,5-lactone 6-phosphate + H+ + NADH",-13.65681433698387,1.1.1.363/1.1.1.388
EX_C00121,D-Ribose,D-Ribose <- ,,
R00220,L-serine ammonia-lyase,L-Serine -> Pyruvate + Ammonia,-47.281592052191,4.3.1.17/4.3.1.19
R00451,"meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)","meso-2,6-Diaminoheptanedioate -> CO2 + L-Lysine",-32.60685937587667,4.1.1.20
R00944,10-formyltetrahydrofolate amidohydrolase,10-Formyltetrahydrofolate + H2O -> Tetrahydrofolate + Formate,-44.652061455473145,3.5.1.10
R07765,octadecanoyl-[acp]:NAD+ trans-2-oxidoreductase,(2E)-Octadecenoyl-[acp] + H+ + NADH <-> NAD+ + Octadecanoyl-[acyl-carrier protein],,1.3.1.9/1.3.1.-/2.3.1.-
R03276,(S)-3-hydroxybutanoyl-CoA 3-epimerase,(S)-3-Hydroxybutanoyl-CoA <-> (R)-3-Hydroxybutanoyl-CoA,-0.44821242593411625,5.1.2.3
R11037,"7,8-dihydroneopterin:oxygen oxidoreductase","Oxygen + 7,8-Dihydroneopterin -> 7,8-Dihydroxanthopterin + Formate + Glycolaldehyde",-562.1741955774445,1.13.11.81
R08368,purine-nucleoside:phosphate ribosyltransferase,N-D-Ribosylpurine + Orthophosphate <- Purine + alpha-D-Ribose 1-phosphate,18.188642885747186,2.4.2.1
R04738,(S)-3-hydroxyhexadecanoyl-CoA hydro-lyase,(S)-3-Hydroxyhexadecanoyl-CoA <-> trans-Hexadec-2-enoyl-CoA + H2O,-0.4319535148258069,4.2.1.17/4.2.1.74
R00245,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,L-Glutamate 5-semialdehyde + NAD+ + H2O -> L-Glutamate + H+ + NADH,-50.88112272422086,1.2.1.88
EX_C00010,CoA,CoA <-> ,,
R01071,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase,Diphosphate + 1-(5-Phospho-D-ribosyl)-ATP <- 5-Phospho-alpha-D-ribose 1-diphosphate + ATP,52.02627285359216,2.4.2.17
R00801,sucrose glucohydrolase,Sucrose + H2O -> D-Fructose + D-Glucose,-41.790041048477775,3.2.1.10/3.2.1.20/3.2.1.26/3.2.1.48
R00161,ATP:FMN adenylyltransferase,FMN + ATP <-> Diphosphate + FAD,-10.327291537738347,2.7.7.2
R00355,L-aspartate:2-oxoglutarate aminotransferase,L-Aspartate + 2-Oxoglutarate <-> Oxaloacetate + L-Glutamate,2.835696904678798,2.6.1.1
R00515,CTP diphosphohydrolase (diphosphate-forming),H2O + CTP -> Diphosphate + CMP,-62.01176902367811,3.6.1.9/3.6.1.65/3.6.1.-
EX_C00249,Hexadecanoic acid,Hexadecanoic acid -> ,,
EX_C00140,N-Acetyl-D-glucosamine,N-Acetyl-D-glucosamine <- ,,
R00939,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",Tetrahydrofolate + NADP+ <- Dihydrofolate + H+ + NADPH,22.203393936491466,1.5.1.3
R05051,L-erythro-4-hydroxyglutamate:NAD+ oxidoreductase,H+ + L-erythro-4-Hydroxyglutamate + NADH <- L-4-Hydroxyglutamate semialdehyde + NAD+ + H2O,43.98736173150297,1.2.1.88
R01135,IMP:L-aspartate ligase (GDP-forming),"IMP + GTP + L-Aspartate <-> Orthophosphate + N6-(1,2-Dicarboxyethyl)-AMP + GDP",-0.5731927280927493,6.3.4.4
EX_C06010,(S)-2-Acetolactate,(S)-2-Acetolactate -> ,,
R03509,N-(5-phospho-beta-D-ribosyl)anthranilate ketol-isomerase,N-(5-Phospho-D-ribosyl)anthranilate -> 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,-9.793638701096938,5.3.1.24
EX_C00283,Hydrogen sulfide,Hydrogen sulfide -> ,,
R00416,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate <-> Diphosphate + UDP-N-acetyl-alpha-D-glucosamine,-10.761284257021089,2.7.7.23
